,image_id,labels,boxes
448,541,"[8, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 7, 1]","[[0.23452147841453552, 0.6148437261581421, 0.23747070133686066, 0.6869531273841858], [0.34260740876197815, 0.5647656321525574, 0.35859376192092896, 0.65625], [0.4361621141433716, 0.45429688692092896, 0.4628320336341858, 0.6432812213897705], [0.3970312476158142, 0.5432812571525574, 0.41428712010383606, 0.6410937309265137], [0.4566406309604645, 0.4653906226158142, 0.4708300828933716, 0.6031249761581421], [0.40751951932907104, 0.5310156345367432, 0.4209960997104645, 0.621874988079071], [0.47685545682907104, 0.49656251072883606, 0.4925293028354645, 0.5849218964576721], [0.32039061188697815, 0.6961718797683716, 0.32841795682907104, 0.9831249713897705], [0.47197264432907104, 0.7272655963897705, 0.5308300852775574, 1.0], [0.46815431118011475, 0.6228906512260437, 0.4931933581829071, 0.8881250023841858], [0.0, 0.6010156273841858, 0.03340820223093033, 1.0], [0.2166406214237213, 0.6196093559265137, 0.21885742247104645, 0.681640625], [0.9774511456489563, 0.6004687547683716, 1.0, 1.0]]"
449,327,"[7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 8, 7, 8, 8, 7, 7]","[[0.0795605480670929, 0.525390625, 0.08509765565395355, 0.6297656297683716], [0.4754882752895355, 0.7379687428474426, 0.5116894245147705, 0.9989062547683716], [0.4864843785762787, 0.6587499976158142, 0.5147460699081421, 0.8480468988418579], [0.5436328053474426, 0.542187511920929, 0.5686425566673279, 0.7165625095367432], [0.5798925757408142, 0.6187499761581421, 0.5999609231948853, 0.7203124761581421], [0.607958972454071, 0.6095312237739563, 0.6261327862739563, 0.7041406035423279], [0.631591796875, 0.6036718487739563, 0.6473047137260437, 0.703906238079071], [0.03753906115889549, 0.5551562309265137, 0.046699218451976776, 0.620312511920929], [0.056376952677965164, 0.5145312547683716, 0.06539062410593033, 0.6004687547683716], [0.11665038764476776, 0.5299999713897705, 0.13917969167232513, 0.6621875166893005], [0.027939453721046448, 0.544140636920929, 0.03526367247104645, 0.6589062213897705], [0.07574218511581421, 0.5149219036102295, 0.08139648288488388, 0.6421874761581421], [0.31953126192092896, 0.47078123688697815, 0.3257519602775574, 0.5826562643051147], [0.4525097608566284, 0.5493749976158142, 0.4595703184604645, 0.721875011920929], [0.4846875071525574, 0.5864062309265137, 0.48966798186302185, 0.6909375190734863], [0.48905274271965027, 0.5839062333106995, 0.49315428733825684, 0.6845312714576721]]"
450,878,"[1, 7, 7, 1, 1]","[[0.931835949420929, 0.5052343606948853, 0.9550097584724426, 0.6393749713897705], [0.2837890684604645, 0.6212499737739563, 0.2932714819908142, 0.9783594012260437], [0.7252832055091858, 0.5229687690734863, 0.7327929735183716, 0.7620312571525574], [0.4966699182987213, 0.5987499952316284, 0.5138280987739563, 0.7721874713897705], [0.0002050781185971573, 0.5475000143051147, 0.015957031399011612, 0.8196094036102295]]"
451,70,"[1, 1, 7, 7, 7, 7, 6, 6, 5]","[[0.4117480516433716, 0.6243749856948853, 0.4535156190395355, 0.8714843988418579], [0.43876951932907104, 0.609375, 0.4671874940395355, 0.7632812261581421], [0.5204101800918579, 0.571093738079071, 0.5323241949081421, 1.0], [0.5178027153015137, 0.5852344036102295, 0.523681640625, 0.6977343559265137], [0.1330859363079071, 0.6820312738418579, 0.13603515923023224, 0.796093761920929], [0.13605469465255737, 0.6829687356948853, 0.13972656428813934, 0.7936718463897705], [0.2653222680091858, 0.7662500143051147, 0.2744726538658142, 1.0], [0.2745898365974426, 0.7475000023841858, 0.2869921922683716, 1.0], [0.5913965106010437, 0.6492968797683716, 0.6050488352775574, 0.8025781512260437]]"
452,1518,"[7, 6, 6, 7, 1, 8]","[[0.49421873688697815, 0.4698437452316284, 0.49851563572883606, 0.5911718606948853], [0.46629881858825684, 0.48460936546325684, 0.4733593761920929, 0.5971875190734863], [0.4590820372104645, 0.4757031202316284, 0.46574220061302185, 0.5977343916893005], [0.9448632597923279, 0.4905468821525574, 0.9541991949081421, 0.83203125], [0.6348632574081421, 0.5119531154632568, 0.648974597454071, 0.6211718916893005], [0.6038476824760437, 0.5249999761581421, 0.6082910299301147, 0.6312500238418579]]"
453,835,"[1, 1, 7, 1, 1, 1, 1]","[[0.020673828199505806, 0.5059375166893005, 0.03574218600988388, 0.7132812738418579], [0.599804699420929, 0.5475000143051147, 0.6320605278015137, 0.7435156106948853], [0.41794922947883606, 0.6225781440734863, 0.4233984351158142, 0.8196094036102295], [0.4991796910762787, 0.6071093678474426, 0.512255847454071, 0.7413281202316284], [0.0, 0.5280468463897705, 0.015605468302965164, 0.7853906154632568], [0.09138672053813934, 0.5569531321525574, 0.11039062589406967, 0.6896874904632568], [0.01455078087747097, 0.5170312523841858, 0.02060546912252903, 0.586718738079071]]"
454,1347,"[8, 7, 1, 1, 1, 7, 7, 1, 1, 1, 1, 1, 7, 7]","[[0.5196777582168579, 0.5446875095367432, 0.5239062309265137, 0.7007812261581421], [0.5153613090515137, 0.5604687333106995, 0.5188671946525574, 0.6739062666893005], [0.42204102873802185, 0.6684374809265137, 0.46876952052116394, 1.0], [0.46513670682907104, 0.614062488079071, 0.48738279938697815, 0.845703125], [0.47471678256988525, 0.5314843654632568, 0.4903906285762787, 0.760546863079071], [0.2930859327316284, 0.5414062738418579, 0.3053320348262787, 0.9909374713897705], [0.32087889313697815, 0.5866405963897705, 0.3330078125, 0.940625011920929], [0.011738281697034836, 0.5380468964576721, 0.022304687649011612, 0.62890625], [0.018818359822034836, 0.5307031273841858, 0.02968749962747097, 0.65625], [0.024287110194563866, 0.5944530963897705, 0.04207031428813934, 0.7537500262260437], [0.037968751043081284, 0.5072656273841858, 0.08798827975988388, 0.984375], [0.14030273258686066, 0.5500781536102295, 0.3331640660762787, 1.0], [0.17649413645267487, 0.5190625190734863, 0.1882031261920929, 0.9775781035423279], [0.1782519519329071, 0.53515625, 0.1920800805091858, 0.9764843583106995]]"
455,624,"[1, 8, 5, 7, 7, 7, 7, 7, 7, 7, 1, 5, 1, 1, 7, 1, 1, 1, 1, 5, 5, 5]","[[0.0730273425579071, 0.5573437213897705, 0.08576171845197678, 0.6302343606948853], [0.18378905951976776, 0.5956249833106995, 0.19044922292232513, 0.7907031178474426], [0.17793945968151093, 0.7515624761581421, 0.1928125023841858, 0.9174218773841858], [0.4374414086341858, 0.5884374976158142, 0.4416796863079071, 0.7327343821525574], [0.4708886742591858, 0.5646093487739563, 0.47435545921325684, 0.6585937738418579], [0.46397459506988525, 0.5759375095367432, 0.46763670444488525, 0.6747656464576721], [0.46141600608825684, 0.5783593654632568, 0.46528321504592896, 0.6934375166893005], [0.5416601300239563, 0.5453125238418579, 0.5460546612739563, 0.6897656321525574], [0.5377538800239563, 0.5498437285423279, 0.5414941310882568, 0.690625011920929], [0.5318359136581421, 0.5482812523841858, 0.5357226729393005, 0.6724218726158142], [0.9403613209724426, 0.5965625047683716, 0.9797265529632568, 0.9789062738418579], [0.8640234470367432, 0.5736718773841858, 0.8754492402076721, 0.7231249809265137], [0.0, 0.6107031106948853, 0.036933593451976776, 1.0], [0.00025390624068677425, 0.5213281512260437, 0.009707030840218067, 0.6219531297683716], [0.10980468988418579, 0.5712500214576721, 0.11583007872104645, 0.8132030963897705], [0.013925781473517418, 0.5494531393051147, 0.030937500298023224, 0.6782812476158142], [0.48848631978034973, 0.6848437786102295, 0.5296093821525574, 1.0], [0.5159277319908142, 0.5817968845367432, 0.5260449051856995, 0.6643750071525574], [0.4969824254512787, 0.5943750143051147, 0.5134961009025574, 0.7210937738418579], [0.9127441644668579, 0.5451562404632568, 0.9244921803474426, 0.6680468916893005], [0.9068164229393005, 0.5531250238418579, 0.9173632860183716, 0.6639062762260437], [0.8899707198143005, 0.5505468845367432, 0.9031347632408142, 0.6891406178474426]]"
456,781,"[1, 1, 1, 1, 1, 1, 1, 1, 8, 5, 3, 1]","[[0.5835742354393005, 0.5589062571525574, 0.6050097942352295, 0.677734375], [0.006640625186264515, 0.4449999928474426, 0.01923828199505806, 0.632031261920929], [0.02900390699505806, 0.5647656321525574, 0.062744140625, 0.940625011920929], [0.3900390565395355, 0.7563281059265137, 0.4446386694908142, 1.0], [0.45579102635383606, 0.5994531512260437, 0.4756835997104645, 0.8478906154632568], [0.48784178495407104, 0.5978906154632568, 0.49779295921325684, 0.6831250190734863], [0.4747070372104645, 0.5997655987739563, 0.4842578172683716, 0.7075781226158142], [0.0, 0.5489062666893005, 0.009560546837747097, 0.7547656297683716], [0.05875976383686066, 0.5314843654632568, 0.06362304836511612, 0.657421886920929], [0.05909179523587227, 0.6157812476158142, 0.06435547024011612, 0.6850000023841858], [0.6148144602775574, 0.0, 0.8187792897224426, 0.9903125166893005], [0.5041308403015137, 0.5947656035423279, 0.5135644674301147, 0.7181249856948853]]"
457,1222,"[8, 2, 1, 1, 1, 1, 7, 7, 1, 1, 1, 7, 1, 8, 1, 1, 1, 1]","[[0.06798828393220901, 0.4685937464237213, 0.07451172173023224, 0.6602343916893005], [0.6035449504852295, 0.5400781035423279, 0.619140625, 0.6543750166893005], [0.5497851371765137, 0.5953906178474426, 0.5565527081489563, 0.6454687714576721], [0.9710937738418579, 0.35523438453674316, 0.9953711032867432, 0.5846093893051147], [0.3882421851158142, 0.6796875, 0.42994141578674316, 1.0], [0.42768555879592896, 0.6576562523841858, 0.4458691477775574, 0.8473437428474426], [0.5977343916893005, 0.5854687690734863, 0.6200585961341858, 1.0], [0.5966406464576721, 0.5407031178474426, 0.6038964986801147, 0.7758593559265137], [0.0, 0.44234374165534973, 0.008984374813735485, 0.5960937738418579], [0.06725586205720901, 0.5814843773841858, 0.12031249701976776, 1.0], [0.7822461128234863, 0.5686718821525574, 0.9137402176856995, 1.0], [0.9381445050239563, 0.3458593785762787, 0.946240246295929, 0.5782031416893005], [0.9000488519668579, 0.4920312464237213, 0.9651562571525574, 0.9999218583106995], [0.9492089748382568, 0.42265623807907104, 0.9628808498382568, 0.7934374809265137], [0.9759765863418579, 0.4213281273841858, 1.0, 0.688281238079071], [0.44832029938697815, 0.5739062428474426, 0.46337890625, 0.7828124761581421], [0.4596484303474426, 0.6469531059265137, 0.4728710949420929, 0.7263281345367432], [0.463134765625, 0.6292187571525574, 0.4751562476158142, 0.7061718702316284]]"
458,608,"[1, 8, 5, 7, 1, 5, 1, 1, 7, 1, 1, 1, 1, 5, 5, 5]","[[0.08307617157697678, 0.5662500262260437, 0.09401366859674454, 0.6366406083106995], [0.29389649629592896, 0.589062511920929, 0.3042675852775574, 0.934374988079071], [0.28904297947883606, 0.7560937404632568, 0.31022462248802185, 0.9585156440734863], [0.4487011730670929, 0.5779687762260437, 0.4527831971645355, 0.7077343463897705], [0.9754883050918579, 0.5706250071525574, 0.9954394698143005, 0.7779687643051147], [0.8483007550239563, 0.5872656106948853, 0.8575195074081421, 0.7484375238418579], [0.0, 0.5996875166893005, 0.03398437425494194, 1.0], [0.007128906436264515, 0.5257812738418579, 0.02187499962747097, 0.6148437261581421], [0.1400488317012787, 0.5835156440734863, 0.1472460925579071, 0.8807031512260437], [0.019648438319563866, 0.5565624833106995, 0.03858398273587227, 0.7568749785423279], [0.4906347692012787, 0.6678125262260437, 0.527148425579071, 1.0], [0.5159277319908142, 0.5757812261581421, 0.5260449051856995, 0.6583593487739563], [0.49878907203674316, 0.5834375023841858, 0.5138866901397705, 0.6983593702316284], [0.9048144817352295, 0.5469531416893005, 0.917675793170929, 0.6878125071525574], [0.8970996141433716, 0.5638281106948853, 0.9088965058326721, 0.6875781416893005], [0.8792187571525574, 0.564453125, 0.8937890529632568, 0.712890625]]"
459,496,"[1, 1, 3, 1, 1, 7, 1, 1, 1, 8, 5, 8, 7]","[[0.0020996094681322575, 0.5630468726158142, 0.039619140326976776, 1.0], [0.022617187350988388, 0.5517187714576721, 0.039775390177965164, 0.7178124785423279], [0.05805664137005806, 0.45140624046325684, 0.08014648407697678, 0.7157812714576721], [0.05708007887005806, 0.6417187452316284, 0.10190429538488388, 1.0], [0.1152050793170929, 0.7450781464576721, 0.22638672590255737, 1.0], [0.20712891221046448, 0.5367187261581421, 0.21086913347244263, 0.6432812213897705], [0.3599609434604645, 0.7360156178474426, 0.4340527355670929, 1.0], [0.43016600608825684, 0.5651562213897705, 0.4735058546066284, 1.0], [0.4823242127895355, 0.65625, 0.519970715045929, 1.0], [0.5511718988418579, 0.5603125095367432, 0.5575292706489563, 0.8060156106948853], [0.5485058426856995, 0.6658594012260437, 0.5624120831489563, 0.7911718487739563], [0.5397753715515137, 0.5659375190734863, 0.5453906059265137, 0.731640636920929], [0.68408203125, 0.58984375, 0.6872460842132568, 0.675000011920929]]"
460,651,"[8, 5, 5, 1, 1, 1, 7, 1, 1, 1, 1, 7, 5, 5, 5]","[[0.4618847668170929, 0.5530468821525574, 0.46598634123802185, 0.6458593606948853], [0.4620117247104645, 0.594531238079071, 0.46617186069488525, 0.657031238079071], [0.6828417778015137, 0.609375, 0.6947851777076721, 0.7994531393051147], [0.0006542968912981451, 0.5811718702316284, 0.03724609315395355, 1.0], [0.05218749865889549, 0.5756250023841858, 0.07636718451976776, 0.7267187237739563], [0.09659180045127869, 0.5509374737739563, 0.11833007633686066, 0.69140625], [0.36613282561302185, 0.5879687666893005, 0.37266600131988525, 0.8840625286102295], [0.05908203125, 0.6957031488418579, 0.1303417980670929, 0.9983593821525574], [0.4974414110183716, 0.6271093487739563, 0.5232909917831421, 0.9225000143051147], [0.5193945169448853, 0.5724999904632568, 0.5295116901397705, 0.655078113079071], [0.5043066143989563, 0.5679687261581421, 0.5146484375, 0.6430468559265137], [0.956298828125, 0.4903906285762787, 0.960986316204071, 0.6556249856948853], [0.8033398389816284, 0.5932031273841858, 0.8193066120147705, 0.8147656321525574], [0.7815625071525574, 0.6250781416893005, 0.7940136790275574, 0.8180468678474426], [0.7353417873382568, 0.6245312690734863, 0.74951171875, 0.8043749928474426]]"
461,1500,"[7, 8, 1, 8, 7, 7, 7, 7, 7, 1, 1, 1]","[[0.6350390911102295, 0.5257812738418579, 0.6395898461341858, 0.6695312261581421], [0.3550488352775574, 0.662109375, 0.36787110567092896, 0.9935156106948853], [0.4209570288658142, 0.655468761920929, 0.4415039122104645, 0.7647656202316284], [0.21129882335662842, 0.5646093487739563, 0.22343750298023224, 0.8953906297683716], [0.22411133348941803, 0.575390636920929, 0.2299511730670929, 0.8001562356948853], [0.2299511730670929, 0.5933593511581421, 0.23894530534744263, 0.9835156202316284], [0.23799805343151093, 0.6061718463897705, 0.2456933557987213, 0.9778125286102295], [0.25187501311302185, 0.5986718535423279, 0.2610546946525574, 0.94921875], [0.3465625047683716, 0.6043750047683716, 0.35627928376197815, 0.9989843964576721], [0.43654295802116394, 0.6228125095367432, 0.4547168016433716, 0.7126562595367432], [0.4345410168170929, 0.6399999856948853, 0.4526660144329071, 0.7111718654632568], [0.42564451694488525, 0.6287500262260437, 0.44751954078674316, 0.7485937476158142]]"
462,1461,"[1, 1, 7]","[[0.021982422098517418, 0.5876562595367432, 0.068115234375, 0.9678124785423279], [0.4683789014816284, 0.6389062404632568, 0.48484376072883606, 0.8272656202316284], [0.4466308653354645, 0.6240624785423279, 0.45383790135383606, 0.8408593535423279]]"
463,1558,"[7, 7, 6]","[[0.8531738519668579, 0.5420312285423279, 0.8666406273841858, 0.897656261920929], [0.506640613079071, 0.6031249761581421, 0.512011706829071, 0.7699218988418579], [0.5127246379852295, 0.6639843583106995, 0.5233105421066284, 0.9053124785423279]]"
464,1258,"[1, 7, 8, 7, 1, 1, 1, 7, 1, 8, 1, 1, 1, 1]","[[0.9780371189117432, 0.45765626430511475, 0.9956933856010437, 0.6493750214576721], [0.4864746034145355, 0.5742968916893005, 0.5050585865974426, 1.0], [0.6145995855331421, 0.4309374988079071, 0.6211035251617432, 0.5692968964576721], [0.5877636671066284, 0.47718751430511475, 0.5962695479393005, 0.7283594012260437], [0.0, 0.5368750095367432, 0.010800781659781933, 0.6900781393051147], [0.41672852635383606, 0.6040624976158142, 0.4562304615974426, 0.9369531273841858], [0.7117968797683716, 0.6469531059265137, 0.858349621295929, 1.0], [0.9137402176856995, 0.39250001311302185, 0.9250586032867432, 0.756640613079071], [0.871630847454071, 0.583203136920929, 0.9551855325698853, 0.9990624785423279], [0.9455664157867432, 0.5062500238418579, 0.9586132764816284, 0.8814843893051147], [0.9789062738418579, 0.46812498569488525, 1.0, 0.7835156321525574], [0.4513183534145355, 0.5055468678474426, 0.46638670563697815, 0.6915624737739563], [0.46348631381988525, 0.574999988079071, 0.4767089784145355, 0.6543750166893005], [0.46634766459465027, 0.5816406011581421, 0.47837889194488525, 0.6586718559265137]]"
465,933,"[1, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.9806933403015137, 0.4822656214237213, 0.9905175566673279, 0.5964062213897705], [0.9631249904632568, 0.5110156536102295, 0.9839453101158142, 0.7454687356948853], [0.9541894793510437, 0.5080468654632568, 0.9680957198143005, 0.6362500190734863], [0.3397753834724426, 0.8224999904632568, 0.41582030057907104, 1.0], [0.4671679735183716, 0.6060937643051147, 0.4822363257408142, 0.745312511920929], [0.4855273365974426, 0.5484374761581421, 0.4920019507408142, 0.6209375262260437], [0.006865234579890966, 0.41773438453674316, 0.012880858965218067, 0.490234375], [0.011835937388241291, 0.41164061427116394, 0.018437499180436134, 0.5084375143051147], [0.007246093824505806, 0.47468748688697815, 0.011748046614229679, 0.5200781226158142], [0.0030175780411809683, 0.466796875, 0.0073437499813735485, 0.49476563930511475], [0.0, 0.6182812452316284, 0.02298828214406967, 1.0], [0.9841113090515137, 0.5928906202316284, 1.0, 0.9774218797683716], [0.011757812462747097, 0.5139062404632568, 0.02127929776906967, 0.5747656226158142], [0.516162097454071, 0.5332812666893005, 0.5302734375, 0.7074218988418579], [0.48491209745407104, 0.6677343845367432, 0.524707019329071, 1.0], [0.49650391936302185, 0.5790625214576721, 0.5151464939117432, 0.6838281154632568], [0.018085937947034836, 0.5290625095367432, 0.034052733331918716, 0.66796875], [0.56982421875, 0.5224999785423279, 0.6894824504852295, 1.0], [0.5123046636581421, 0.5093749761581421, 0.518750011920929, 0.5774219036102295], [0.033476561307907104, 0.587890625, 0.06683593988418579, 0.8567187786102295]]"
